Word,Auditory.mean,Gustatory.mean,Haptic.mean,Interoceptive.mean,Olfactory.mean,Visual.mean,Foot_leg.mean,Hand_arm.mean,Head.mean,Mouth.mean,Torso.mean,Exclusivity.perceptual,Exclusivity.action,Exclusivity.sensorimotor,Modality
demonstrable,2.143,0.607,0.857,0.75,0.5,3.25,1.088,1.824,2.294,1.912,0.912,0.339,0.172,0.17,Visual
demonstrably,2.5,0.188,0.562,0.625,0.125,3.5,1.1,2.45,2.3,2.25,0.85,0.45,0.179,0.205,Visual
demonstrate,2.65,0.4,1.55,0.6,0.3,4.2,1.45,2.9,2.6,2.35,1.3,0.402,0.151,0.192,Visual
demonstration,3,0.375,1.188,0.75,0.375,3.688,2.643,3.357,3.857,3.214,1.643,0.353,0.15,0.145,Visual
demonstrational,2.188,0.062,0.438,0.188,0.125,3.938,1.19,2.143,2.048,1.857,1,0.559,0.139,0.255,Visual
demonstrative,2.158,0.053,0.316,0.895,0,3.263,1.55,2.5,2.2,2.2,1.2,0.488,0.135,0.2,Visual
demonstratively,1.467,0.067,0.933,0.6,0,3.133,0.5,1.722,2.556,1.278,0.667,0.505,0.306,0.242,Visual
demonstrativeness,3.125,0.562,1.188,0.812,0.312,3.688,1.25,2.438,3.375,2.688,1.438,0.348,0.19,0.162,Visual
demonstrator,3.25,0.375,0.812,0.25,0.438,3.75,2,3.158,3.105,3.105,1.842,0.394,0.1,0.158,Visual
demoralization,2.452,0.262,0.619,2.857,0.238,2.5,0.364,0.5,2.364,2.136,0.455,0.293,0.344,0.178,Interoceptive
demoralize,1.889,0,0.444,2.778,0.111,1.778,0.5,0.944,3.667,2.889,0.833,0.397,0.358,0.232,Interoceptive
demoralizer,2.667,0,0.067,1.8,0.067,2.4,0.5,0.55,3.1,1.8,0.75,0.381,0.388,0.226,Auditory
demos,3.125,0.562,0.688,0.75,0.625,3.062,0.444,1.167,1.833,0.667,0.333,0.291,0.338,0.211,Auditory
demote,2.688,0,0.25,0.625,0,2.562,0.095,0.571,2.095,1.81,0.048,0.439,0.443,0.25,Auditory
demotion,1.789,0.263,0.263,2.316,0.211,1.737,0.842,0.789,2.158,1.737,0.737,0.32,0.227,0.164,Interoceptive
demotivate,1.933,0,0.2,1.733,0,1.4,0.412,0.706,1.588,1.882,0.412,0.367,0.294,0.188,Auditory
demount,0.667,0.133,2,1.067,0.133,2.267,3.857,2.786,1.571,0.357,2.929,0.34,0.304,0.21,Visual
demureness,0.833,0,0,1.583,0,2.583,0.75,1.167,3.333,1.25,1.333,0.517,0.33,0.26,Visual
demystify,1.783,0,0.348,0.957,0.043,2.348,0.167,0.167,2.056,1.111,0.167,0.429,0.515,0.257,Visual
den,0.556,0,1.222,0.333,0.556,3.667,1,1.2,1.4,0.5,1.15,0.579,0.171,0.317,Visual
denationalization,2.25,0,0,0.583,0,2.417,0.267,1.133,2.267,2.333,0.4,0.46,0.323,0.207,Visual
denaturalization,0.812,0.625,0.375,0.812,0.312,2.375,0.611,1.5,1.556,0.667,0.5,0.388,0.218,0.203,Visual
denaturalize,0.769,0.231,0.538,0.769,0.308,2.192,0.231,0.731,2.038,0.538,0.231,0.408,0.48,0.229,Visual
denatured,1.2,1.5,0.8,1.4,1.6,2,0.429,0.786,1.714,0.571,0.571,0.141,0.316,0.125,Visual
deniability,2.643,0.357,0.643,1.286,0.357,1.857,0.222,0.611,2.667,2.722,0.278,0.32,0.385,0.183,Auditory
deniable,2.158,0.158,0.105,1.316,0.211,0.842,0.053,0.368,2.263,2.316,0,0.429,0.463,0.237,Auditory
denial,1.529,0,0,1.353,0,1.176,0,0,2.556,1.667,0.111,0.377,0.59,0.305,Auditory
denier,3.545,0,0.182,0.909,0,2.455,0.412,0.882,2.529,2.529,0.588,0.5,0.305,0.253,Auditory
denim,0.059,0,3.412,0.059,0.294,4.294,3.15,2.1,1.75,0.4,1.45,0.529,0.311,0.253,Visual
denims,0.062,0,3.5,0.25,0.25,4.125,3.381,1.762,1.524,0.476,1.476,0.504,0.337,0.245,Visual
denominate,1.769,0.154,0.615,0.846,0.154,2.308,0.412,0.824,1.176,1.118,0.353,0.368,0.212,0.221,Visual
denomination,1.154,0.154,0.308,1.154,0.154,2,0.389,0.778,2.333,0.722,0.556,0.375,0.407,0.225,Visual
denominational,1.267,0.067,0.2,0.4,0.133,2,0.333,0.389,1.389,0.611,0.333,0.475,0.345,0.271,Visual
denominator,1.312,0.312,0.625,0.5,0.312,3.75,0.438,1.25,2.938,0.812,0.5,0.505,0.421,0.27,Visual
denotation,1.538,0.077,0.077,0.077,0.077,2.462,0.263,0.842,1.263,0.947,0.211,0.554,0.299,0.304,Visual
denote,2.059,0,0.471,0.706,0,2,0.235,0.529,1.765,1.176,0.412,0.393,0.371,0.22,Auditory
denounce,2.941,0,0,0.235,0,2.059,0.35,0.55,2.45,3.1,0.4,0.562,0.401,0.257,Auditory
denouncement,3.353,0.059,0.294,0.647,0.176,1.471,0.278,0.5,2.944,2.889,0.389,0.549,0.381,0.253,Auditory
denouncer,3.417,0.194,0.333,0.806,0.194,2.056,0.286,0.81,1.857,3.048,0.524,0.46,0.423,0.238,Auditory
dense,0.938,0.625,2.125,0.375,0.188,3.125,1.111,1.889,2.5,1.222,0.5,0.398,0.277,0.201,Visual
densely,0.875,0,1.375,0.312,0,3.5,0.81,1.381,2.619,1.19,0.667,0.577,0.293,0.275,Visual
denseness,1.227,0.545,2.682,1.455,0.318,2.591,1.15,2,2.35,1.25,1.1,0.268,0.159,0.142,Haptic
density,0.4,0.25,2.5,0.7,0,2.9,1.25,2.4,2.55,0.7,0.9,0.43,0.237,0.199,Visual
dent,0.588,0.235,2.706,0.235,0.059,3.941,1.4,2.35,1.5,0.05,0.2,0.5,0.418,0.293,Visual
dental,1.278,1.333,1.389,1.722,0.389,2.611,0.25,0.65,1.7,3.85,0.35,0.255,0.529,0.232,Visual
dental care,1.762,2.19,2.714,2.19,0.952,2.571,0.2,1.35,0.9,4.45,0.3,0.142,0.59,0.217,Haptic
dental floss,0.625,1.812,3.812,1.125,0.375,3.688,0.158,3.263,0.895,3.947,0.105,0.301,0.459,0.194,Haptic
dentist,2.833,1,1.722,1.333,1.5,3.778,0.368,1.105,1.842,3.737,0.632,0.228,0.438,0.172,Visual
dentistry,3.158,1.316,2.684,2.895,1.211,3.842,0.24,1.28,1.88,4.56,0.28,0.174,0.524,0.185,Visual
denture,0.4,0.4,1.7,0.6,0.15,3.45,0.045,0.682,0.545,3.773,0.045,0.493,0.732,0.316,Visual
denunciate,2.154,0.308,0.231,1,0.308,2.538,0.267,0.867,2.267,3.667,0.267,0.353,0.464,0.248,Visual
denunciation,2.818,0.273,0.182,1,0.182,0.727,0,0.067,1.867,2.533,0.067,0.509,0.559,0.29,Auditory
deny,3.312,0.25,0.188,1.125,0.188,2.188,0.565,1.174,2.826,2.739,0.609,0.431,0.286,0.206,Auditory
deodorant,0.316,0.421,2.632,0.368,4.211,2.895,0,3.737,0.579,0.053,2.421,0.359,0.55,0.239,Olfactory
deodorization,0.4,0.333,1.333,0.6,4.667,1.667,0.55,2.5,1.6,0.55,1.35,0.481,0.298,0.279,Olfactory
deodorize,0.45,0.25,0.7,0.05,4.35,1.6,0.619,1.667,1.81,0.667,1.143,0.581,0.202,0.323,Olfactory
deodorizer,0.188,0.062,1.188,0.25,3.938,2,0.333,2.056,1.778,0.389,1.222,0.508,0.298,0.289,Olfactory
deoxidization,0.214,0,0.286,0.429,0.214,2.071,0.312,1.25,1.938,0.625,0.188,0.644,0.406,0.275,Visual
deoxidize,0.5,0.083,0.333,0.333,0.25,3.083,0.235,1.353,1.294,0.588,0.412,0.655,0.288,0.354,Visual
deoxidizer,0.824,0.059,0.824,0.176,1.176,2.412,0.208,1.625,1.375,0.167,0.125,0.43,0.429,0.262,Visual
deoxygenate,0.533,0,0.467,1.667,0.067,0.933,0.267,0.733,1,1.8,1.467,0.455,0.291,0.201,Interoceptive
depart,1.8,0,0.55,0.45,0,4.05,2.048,0.81,1.381,0.762,0.714,0.591,0.233,0.322,Visual
departed,1.316,0,0.316,1.526,0.105,2.684,2.619,1.19,2.429,1.143,1.238,0.451,0.171,0.184,Visual
department,1.056,0,0.111,0.111,0.167,2.889,0.737,0.632,1.684,1.105,0.737,0.667,0.215,0.313,Visual
department store,2.125,0.062,2.25,0.125,1,4.312,2.85,2.55,2.9,1.25,1.65,0.43,0.147,0.202,Visual
departmental,1.048,0.19,0.714,0.571,0.048,2.381,0.25,0.45,1.9,0.8,0.05,0.471,0.536,0.278,Visual
departmentalism,1.2,0,0.333,0.867,0,2.4,0.235,0.588,1.765,0.706,0.294,0.5,0.426,0.286,Visual
departmentalization,0.562,0.125,0.125,1,0.062,1.688,0.833,1.111,3.167,0.944,0.611,0.456,0.383,0.303,Visual
departmentalize,1.421,0,0.421,0.632,0,2.579,0.625,1.25,3,1.875,0.312,0.51,0.381,0.248,Visual
departmentally,0.974,0.105,0.395,0.605,0.079,2.395,0.545,0.818,1.364,0.682,0.682,0.509,0.2,0.268,Visual
departure,1.389,0.056,0.556,1.222,0.056,3.667,2.25,1.4,2.4,1,1.4,0.52,0.166,0.235,Visual
depend,1.765,0.118,0.294,1.353,0.235,1.824,0.333,0.952,2.476,1,0.571,0.305,0.402,0.216,Visual
dependability,1.857,0.143,0.714,1.857,0,2.714,0.632,0.842,2.789,1.421,0.579,0.373,0.353,0.206,Visual
dependable,1.7,0.05,0.4,1.35,0.1,2,1.143,1.143,2.524,1.238,1.095,0.348,0.2,0.194,Visual
dependableness,1,0.062,0.125,1.125,0.062,1.938,1.238,1.333,2.238,1.333,1.143,0.435,0.15,0.188,Visual
dependably,1.412,0.353,0.412,1.471,0.294,2.529,1.158,1.526,2.737,2.105,1.368,0.345,0.178,0.159,Visual
dependant,1.833,0.278,1.278,2.167,0.278,2.722,0.75,1.45,2.75,1.6,1.1,0.286,0.261,0.153,Visual
dependence,1.2,0.05,0.45,2.5,0.05,2.4,0.316,0.947,1.842,1.053,0.684,0.368,0.315,0.213,Interoceptive
dependency,1.55,0,0.4,2.6,0.1,2.25,0.762,1.048,2.857,1.095,0.857,0.377,0.317,0.211,Interoceptive
dependent,0.952,0,0.19,1.286,0,2.238,1.353,1.706,2.647,1.941,1.471,0.48,0.142,0.192,Visual
dependently,1.9,0,0.5,1,0,2.45,0.9,1.2,2.25,0.95,0.65,0.419,0.269,0.208,Visual
depending,1.333,0,0.222,1.667,0,1.778,0.294,0.706,1.059,0.824,0.647,0.356,0.217,0.208,Visual
depersonalization,1.333,0,0.167,1.611,0,2.222,0.15,0.1,1.95,1,0.2,0.417,0.544,0.254,Visual
depersonalize,0.632,0.105,0.368,2.053,0.263,1.421,0.263,0.368,2,0.895,0.263,0.402,0.458,0.226,Interoceptive
depict,2.2,0,0.533,0.133,0,3.733,0.95,1.9,3.6,2.35,0.95,0.566,0.272,0.228,Visual
depiction,1.65,0.1,0.3,0.45,0.05,3.6,0.143,1.048,3.095,1.143,0.143,0.577,0.53,0.303,Visual
depictive,2.214,0.071,0.214,0.214,0.071,3.714,0.167,1.417,4.083,1.5,0.333,0.56,0.522,0.287,Visual
deplete,1.027,0.378,0.676,1.189,0.216,3.054,1.061,1.485,2.061,1.333,1.182,0.434,0.14,0.208,Visual
depletion,0.812,0.375,0.875,0.812,0.188,3.25,0.05,0.85,1.15,0.65,0.2,0.485,0.379,0.347,Visual
depletive,0.429,0,0.286,0.429,0,1.714,0.375,0.875,1.688,0.75,0.375,0.6,0.323,0.248,Visual
deplorable,2.444,0,0.222,1.056,0,2.722,0.684,0.842,3.211,2.579,0.842,0.422,0.31,0.22,Visual
deplorableness,1.412,0.353,0.471,1.824,0.529,2.059,0.611,0.944,2.889,1.944,0.5,0.257,0.347,0.187,Visual
deplorably,2.556,0.167,0.222,1.167,0.444,2.722,0.667,0.778,2.278,1.5,0.611,0.351,0.286,0.195,Visual
deplore,2.381,0.429,0.381,1.762,0.381,2.571,0.842,1.158,3.316,3,0.789,0.277,0.277,0.173,Visual
deplored,1.733,0,0.2,1.6,0,2,0.438,0.25,3.125,2.562,0.312,0.361,0.43,0.256,Visual
deploringly,2.353,0.118,0.588,1.294,0.294,1.882,0.438,1.25,2.5,2.688,0.375,0.342,0.319,0.186,Auditory
deploy,1.706,0,1,0.647,0.235,3.471,1.429,2.333,2.476,1.238,1.524,0.492,0.138,0.216,Visual
deployable,1,0.062,0.25,0.562,0.25,2.562,1,1.7,1.9,0.8,0.9,0.533,0.175,0.228,Visual
deployment,1.611,0.111,0.611,0.778,0.056,2.889,1.526,1.368,1.947,0.895,1.158,0.468,0.153,0.219,Visual
depolarize,0.4,0,0.533,0,0,1.867,0.062,0.625,1.562,0.5,0.188,0.667,0.511,0.325,Visual
depoliticize,2.812,0,0.125,0.875,0.125,1.938,0.294,0.412,1.471,1.588,0.294,0.479,0.319,0.283,Auditory
depopulate,0.625,0,0.25,0.062,0.062,2.25,0.8,1.933,1.267,0.667,0.733,0.692,0.235,0.26,Visual
depopulation,1.258,0,0,0.129,0.161,3.032,0.176,0.176,1.294,0.412,0.235,0.662,0.487,0.441,Visual
deport,0.762,0,0.19,0.048,0,1.524,1.25,0.9,2.3,1.25,0.75,0.604,0.24,0.256,Visual
deportable,0.765,0,0,0,0,1.647,0.789,1.105,1.684,0.579,0.684,0.683,0.228,0.232,Visual
deportation,1.879,0.091,0.576,0.697,0.061,2.788,1.118,0.941,1.765,0.529,1.059,0.448,0.228,0.237,Visual
deportee,1.389,0.056,0.778,0.444,0.056,2.944,0.444,0.889,1.444,0.611,0.389,0.51,0.279,0.306,Visual
deportment,2,0.067,0.6,1.333,0.133,3.2,0.562,0.875,1.938,1.062,0.438,0.427,0.308,0.257,Visual
deposable,1.286,0,0.929,0.286,0.143,3.286,0.214,1.214,0.786,0.357,0.214,0.554,0.359,0.377,Visual
depose,2.5,0,0.214,0.071,0.071,2.786,0.526,1.263,2.842,1.947,0.474,0.494,0.336,0.224,Visual
deposer,1.471,0,0.059,0.294,0,1.588,0,0.062,1.25,1.562,0,0.466,0.543,0.253,Visual
deposit,0.235,0,0.588,0.118,0,2.647,0.762,3,1.714,0.857,0.571,0.738,0.352,0.286,Visual
deposit box,0.6,0,2.4,0.24,0.08,3.84,0.682,3.318,2.409,0.909,0.727,0.536,0.328,0.253,Visual
deposition,2.824,0.118,0.353,0.353,0.235,2.588,0.421,1.421,3,3.842,0.526,0.418,0.371,0.238,Auditory
depositional,2.9,0,0.3,0.4,0,3.4,0.353,0.882,1.882,2,0.294,0.486,0.315,0.274,Visual
depositor,1.35,0,0.35,0.1,0,2.95,0.632,1.421,1.105,0.632,0.632,0.621,0.179,0.322,Visual
depository,0.571,0,1.643,0.357,0.214,3.643,0.632,1.684,1.579,0.947,1.211,0.567,0.174,0.292,Visual
depot,1.111,0.056,0.333,0.222,0.333,3.722,0.944,0.889,1.222,0.278,0.222,0.635,0.281,0.393,Visual
depravation,1.333,0,0.133,1.8,0,1.8,1.158,1.263,3.105,1.684,1.684,0.355,0.219,0.222,Interoceptive
deprave,1.611,0.222,0.556,1.667,0.222,2.333,0.857,0.952,2.048,1.619,0.714,0.319,0.215,0.165,Visual
depraved,1.706,0.059,0.353,2.588,0.118,2.235,0.6,0.9,2.3,1.45,0.5,0.358,0.313,0.197,Interoceptive
depravedness,1.524,0.095,0.429,2.143,0.143,2.524,0.5,0.889,2.222,1.278,0.722,0.354,0.307,0.195,Visual
depravity,1.353,0.176,0.647,1.824,0.353,2.588,0.737,1.526,2.789,1.368,1,0.347,0.277,0.182,Visual
deprecate,2,0,0.125,0.875,0,2.25,0.375,0.562,2.062,1.312,0.25,0.429,0.397,0.229,Visual
deprecation,2.462,0,0.077,0.538,0,2.846,0.444,0.722,2,1.389,0.389,0.481,0.326,0.262,Visual
depreciable,0.833,0.083,0.333,0.583,0.167,2.333,0.467,0.733,1.733,0.8,0.467,0.519,0.302,0.264,Visual
depreciate,1.133,0,0.8,1.333,0.267,2.867,0.111,0.444,2.167,0.556,0.222,0.448,0.587,0.29,Visual
depreciatingly,1.333,0,0.533,0.867,0,2,0.111,0.278,1.611,0.944,0.278,0.423,0.466,0.251,Visual
depreciation,1.611,0.278,0.944,0.722,0.444,2.444,0.25,0.4,2.15,0.75,0.25,0.336,0.5,0.214,Visual
depreciative,1.611,0.111,0.333,0.333,0.056,2.278,0.125,0.375,2.188,1.188,0.188,0.471,0.508,0.253,Visual
depreciatively,1.417,0.083,0.333,0.833,0,1.583,0.474,0.895,1.947,0.789,0.842,0.373,0.298,0.212,Visual
depreciatory,1,0,0,0.583,0,1.833,0.059,0.647,2.765,1.765,0.176,0.537,0.5,0.313,Visual
depress,1.389,0,2.056,2.778,0,1.944,1.15,1.65,2.65,1.5,0.65,0.34,0.263,0.176,Interoceptive
depressant,1.188,0.5,0.625,3.375,0.125,1.625,0.15,1.15,2.7,2.45,0.55,0.437,0.364,0.225,Interoceptive
depressed,1.316,0.211,0.421,4.368,0,1.947,0.4,0.55,3.7,1.35,1.05,0.529,0.468,0.285,Interoceptive
depressible,1.294,0.529,1.647,1.353,0.529,2.118,0.263,1,1.947,0.947,0.684,0.213,0.348,0.151,Visual
depressing,1.5,0.111,0.5,3.833,0.056,2.111,0.591,0.591,3.364,1.045,0.727,0.466,0.439,0.262,Interoceptive
depressingly,2.286,0.143,0.5,3.571,0.143,2.714,0.235,0.353,2.529,0.647,0.588,0.366,0.527,0.25,Interoceptive
depression,2.222,0,0.333,4,0,3.167,0.263,0.632,3.263,1,1.053,0.411,0.483,0.251,Interoceptive
depressive,1.647,0.118,0.294,3.059,0.176,1.882,0.842,0.789,2.789,1,0.895,0.41,0.317,0.218,Interoceptive
depressively,2.387,0.516,0.742,3.097,0.516,2.226,0.5,1.15,3.1,2.1,1.05,0.272,0.329,0.15,Interoceptive
depressiveness,1.062,0.125,0.125,3,0.188,2.562,0.579,0.684,2.684,1.211,0.632,0.407,0.364,0.224,Interoceptive
depressor,0.938,0.062,1.562,1.562,0,2.062,0.9,1.5,2.55,1.55,1,0.333,0.22,0.186,Visual
depressurization,1.733,0.067,0.733,2.467,0.067,1.867,0.938,1.438,3.062,1.562,1.812,0.346,0.241,0.19,Interoceptive
depressurize,1.722,0,1.667,2.333,0,2.111,0.882,1.471,2.118,1.353,1.412,0.298,0.171,0.155,Interoceptive
deprival,1.077,0.385,0.769,2.615,0.077,2.231,0.389,0.611,1.222,1.111,0.611,0.355,0.211,0.229,Interoceptive
deprivation,1,0.05,0.65,2.75,0,2.15,0.947,1.053,2.053,1.421,1,0.417,0.171,0.21,Interoceptive
deprive,1.211,0.105,0.526,1.105,0,1.895,0.45,1.5,1.65,0.75,0.5,0.391,0.247,0.195,Visual
deprived,1.3,0.4,0.65,2.6,0.15,1.85,0.524,0.619,1.952,1.524,1,0.353,0.254,0.195,Interoceptive
depth,0.941,0.647,2.647,1.353,0.588,4,1,1.056,2.444,0.944,0.778,0.335,0.268,0.208,Visual
deputize,2.286,0,0.429,0.214,0,3.143,0.2,1.467,1.467,1.4,1,0.518,0.229,0.271,Visual
deputy,1.667,0,0.444,0.333,0.056,3.667,0.524,1.048,2.381,1.381,0.429,0.595,0.339,0.307,Visual
deputyship,1.583,0.167,0.5,0.25,0.25,3,1.235,1.941,2.882,1.588,0.941,0.493,0.226,0.198,Visual
derail,2.111,0.333,0.556,1,0.278,3.111,1.611,1.389,1.778,1.389,0.944,0.383,0.117,0.195,Visual
derailment,2.222,0,0.833,1.056,0.167,3.333,1.1,1.7,2,1,0.5,0.438,0.238,0.24,Visual
derange,2.176,0,0.176,1.647,0.235,2.471,0.5,0.65,2.85,1.75,0.5,0.368,0.376,0.22,Visual
deranged,2.188,0.125,0.125,1,0.125,2.812,0.474,0.632,2.474,1,0.421,0.422,0.411,0.236,Visual
derangement,2.625,0,0,1.25,0,3.312,0.526,0.895,2.368,1.263,0.474,0.461,0.343,0.261,Visual
derby,1.75,0,0.25,0.312,0.688,4,1.444,1.667,2.944,1.167,1.056,0.571,0.228,0.262,Visual
deregulate,2.412,0.118,0.529,0.647,0.176,3,0.294,0.529,1.824,0.882,0.235,0.419,0.422,0.271,Visual
deregulation,2.188,0.25,0.438,0.75,0.5,2.5,0.05,0.65,1.8,0.8,0.15,0.34,0.507,0.243,Visual
derelict,0.667,0,0.417,0.083,0.5,3.25,0.083,0.167,3,1.25,0.25,0.661,0.614,0.336,Visual
derisive,2.727,0,0.091,1.182,0,2.273,0.071,0.643,2.429,2.286,0.071,0.435,0.429,0.232,Auditory
derisively,2.867,0,0.133,1,0,2.667,0.538,0.692,2.462,1.538,0.538,0.43,0.333,0.231,Auditory
derisiveness,3.091,0,0.364,1.182,0,2.182,0.429,0.929,2.643,3,0.571,0.453,0.34,0.215,Auditory
derivability,1.5,0.417,0.5,0.917,0.417,1.917,0.154,0.231,2.115,0.346,0.077,0.265,0.697,0.237,Visual
derivable,1.071,0,0.143,0,0,2.571,0.2,0.333,1.533,0.2,0.067,0.679,0.629,0.42,Visual
derivation,0.917,0,0.25,0.667,0,1.25,0.286,0.643,2.714,1.286,0.286,0.405,0.466,0.327,Visual
derivative,0.941,0.176,0.353,0.412,0.176,2.118,0.312,0.312,1.438,0.5,0.312,0.465,0.391,0.275,Visual
derivatively,1.941,0,0.059,0.176,0,2,0.438,0.875,2.25,1.688,0.438,0.479,0.319,0.228,Visual
derive,1.235,0.118,0.118,0.706,0.118,2.059,0.421,0.842,3.053,0.895,0.421,0.446,0.467,0.294,Visual
derived,1.176,0.412,0.588,0.941,0.412,1.529,0.45,0.6,1.55,0.85,0.4,0.221,0.299,0.129,Visual
derma,0.4,0.4,2.5,0.4,0.4,2.4,1.357,2.357,2.286,0.714,1.143,0.323,0.209,0.146,Haptic
dermatitis,0.105,0,2.632,1.421,0.474,4.105,1.667,2.167,2.389,0.833,1.833,0.47,0.175,0.233,Visual
dermatologic,0.706,0.471,1.941,0.353,0.647,2.706,1.714,2.214,2.429,1.5,1.786,0.345,0.096,0.143,Visual
dermatological,0.125,0,1.5,0.688,0.188,2.375,2.526,3.053,2.526,1.053,2.579,0.487,0.17,0.184,Visual
dermatologist,1.389,0,2.111,1.111,0.389,3.944,1.667,2.048,2.762,1.714,1.619,0.441,0.117,0.21,Visual
dermatology,0.7,0,2.55,0.7,0.1,3.4,0.95,2.35,2.4,0.5,1.3,0.456,0.253,0.227,Visual
derogative,3.062,0,0,1.188,0.062,2.062,0.05,0.3,1.45,1.85,0.2,0.48,0.468,0.3,Auditory
derogatively,3.245,0.184,0.388,1.469,0.163,2.449,0.121,0.818,2.455,2.97,0.303,0.39,0.427,0.214,Auditory
derogatory,3.95,0,0.1,1.65,0,1.75,0.263,0.474,2,2.421,0.368,0.53,0.39,0.304,Auditory
derriere,0.154,0,2.538,0.308,0.615,4.154,1,1.385,2,0.615,1.615,0.535,0.209,0.289,Visual
descend,0.529,0,1,1,0,3.765,2.556,1.556,1.667,0.5,1,0.598,0.282,0.277,Visual
descendant,1.579,0,0.632,0.158,0.053,2.316,0.778,0.667,1.778,0.778,0.667,0.489,0.238,0.246,Visual
descendent,1.733,0,0.533,1.133,0.133,2.4,0.526,0.526,2.368,0.895,0.526,0.404,0.38,0.223,Visual
descending,0.857,0.071,1.286,1.857,0.143,2.286,3.167,1.667,2.917,0.917,1.417,0.341,0.223,0.187,Visual
descent,0.889,0.111,1.333,2.556,0.111,3.667,2.45,1.55,1.4,0.5,1.55,0.41,0.262,0.221,Visual
describable,2.818,0.545,0.682,1.409,0.591,1.909,0.095,0.619,2.381,2.571,0.143,0.286,0.426,0.198,Auditory
describe,4.125,0.25,0,0.312,0.25,1.688,0.4,1.45,3,3.6,0.45,0.623,0.36,0.266,Auditory
describer,3.167,0,0.056,0,0.056,1.222,0.25,0.95,2.45,2.7,0.25,0.704,0.371,0.285,Auditory
description,3.278,0.333,0.556,0.278,0.444,3.889,0.2,1.1,3.1,2.65,0.2,0.411,0.4,0.23,Visual
descriptive,2.368,0.316,0.316,0.316,0.316,1.737,0.429,1.095,2.429,2.476,0.619,0.382,0.291,0.174,Auditory
descriptively,2.824,0.647,1,0.941,0.588,2.765,0.15,0.65,2.5,2.85,0.25,0.255,0.422,0.178,Auditory
descriptiveness,3.294,0.294,0.824,0.647,0.294,2.706,0.5,0.75,2.1,2.8,0.55,0.372,0.343,0.203,Auditory
descriptor,2.941,0.294,0.471,0.471,0.294,2.941,0.125,0.688,3.062,2.812,0.25,0.357,0.423,0.205,Auditory
desecrate,2.067,0,0.667,0.933,0,3.867,0.842,2,1.579,1.211,0.474,0.513,0.25,0.284,Visual
desecration,1.357,0,0.857,0.929,0.071,3.429,0.571,1.143,2,1.714,0.619,0.516,0.236,0.27,Visual
desecrator,2,0,0.357,0.429,0,3.071,1,2.692,2.615,2.154,0.846,0.524,0.198,0.203,Visual
desegregation,1.647,0,0.471,0.824,0,3,0.562,0.688,2.125,1.062,0.812,0.505,0.298,0.268,Visual
deselect,1.333,0.056,1.222,0.5,0.167,3.056,0.632,3,1.895,0.947,0.526,0.474,0.353,0.225,Visual
desensitization,1.889,1.278,2,3,1.5,2,0.941,1.059,3.235,0.941,1.529,0.148,0.298,0.118,Interoceptive
desensitize,1.625,0.833,1.667,2.417,1.208,1.625,1,1.211,3,1.105,0.895,0.169,0.292,0.131,Interoceptive
desensitizer,0.471,0.294,1.618,2.029,0.471,0.882,0.105,0.895,1.526,0.474,0.105,0.301,0.458,0.217,Interoceptive
desert,0.7,1.05,1.1,0.9,1.05,3.6,1.158,0.895,2.474,1.316,1.053,0.345,0.229,0.19,Visual
deserted,1.5,0,0.85,1.9,0.05,3.15,0.579,0.474,1.526,0.105,0.211,0.423,0.491,0.305,Visual
desertedness,1.333,0.056,0.111,1.278,0.056,2.722,0.529,0.588,2.765,0.941,0.471,0.48,0.433,0.25,Visual
deserter,1.95,0,0.4,0.5,0,3.15,1.095,0.571,1.429,0.524,0.571,0.525,0.216,0.309,Visual
desertion,1.5,0,0.091,1.5,0,2.955,2.833,1.167,3.167,1.111,1.833,0.489,0.203,0.196,Visual
deserve,1.867,0.4,0.333,2.267,0.2,2.267,0.95,1.05,2,1.15,0.9,0.282,0.182,0.154,Interoceptive
deserved,1.3,0.25,0.5,2.15,0.3,1.6,0.684,1.316,3,1.737,0.737,0.311,0.31,0.203,Interoceptive
deservedly,1,0,0,0.941,0,1.353,0.5,0.889,2.167,1.278,0.556,0.411,0.309,0.25,Visual
deservedness,2.375,0,0.25,2.25,0.062,2.562,0.316,0.632,2,1.368,0.579,0.342,0.344,0.207,Visual
deserver,1.765,0.118,0.353,0.765,0.059,2.647,0.571,0.762,2.286,1.619,0.857,0.454,0.281,0.219,Visual
deserving,1.656,0.312,0.469,2.188,0.312,1.844,0.531,0.75,2.781,1.375,0.75,0.276,0.364,0.19,Interoceptive
deservingly,1.316,0.158,0.211,2.105,0.316,2.211,0.412,0.706,3,1.294,0.412,0.325,0.444,0.234,Visual
deservingness,1.111,0,0.111,2.167,0,1.611,0.167,0.333,2.5,0.889,0.167,0.433,0.575,0.276,Interoceptive
desexualize,0.947,0,0.737,0.947,0.316,2.211,0.737,1.211,2.158,1.421,1.263,0.429,0.209,0.185,Visual
design,0.778,0.222,1.5,0.389,0.222,4.111,0.4,2.4,3.25,0.95,0.4,0.538,0.385,0.266,Visual
designable,0.525,0.175,1.45,0.7,0.2,3.35,0.111,1.278,2.5,0.111,0.5,0.496,0.531,0.297,Visual
designate,1.75,0.05,0.05,1.05,0.05,1.85,0.318,1.455,2.636,2.455,0.364,0.375,0.321,0.215,Visual
designated,1.75,0.188,0.5,0.562,0.188,2.438,0.467,0.867,2.467,1.733,0.333,0.4,0.364,0.198,Visual
